STATION,DATE,VARIABLE,TEMP
GHCND:USW00014837,19700101,EMXT,33
GHCND:USW00014837,19700201,EMXT,83
GHCND:USW00014837,19700301,EMXT,122
GHCND:USW00014837,19700401,EMXT,294
GHCND:USW00014837,19700501,EMXT,306
GHCND:USW00014837,19700601,EMXT,339
GHCND:USW00014837,19700701,EMXT,322
GHCND:USW00014837,19700801,EMXT,328
GHCND:USW00014837,19700901,EMXT,311
GHCND:USW00014837,19701001,EMXT,250
GHCND:USW00014837,19701101,EMXT,133
GHCND:USW00014837,19701201,EMXT,167
GHCND:USW00014837,19710101,EMXT,28
GHCND:USW00014837,19710201,EMXT,83
GHCND:USW00014837,19710301,EMXT,211
GHCND:USW00014837,19710401,EMXT,256
GHCND:USW00014837,19710501,EMXT,300
GHCND:USW00014837,19710601,EMXT,350
GHCND:USW00014837,19710701,EMXT,328
GHCND:USW00014837,19710801,EMXT,333
GHCND:USW00014837,19710901,EMXT,322
GHCND:USW00014837,19711001,EMXT,311
GHCND:USW00014837,19711101,EMXT,217
GHCND:USW00014837,19711201,EMXT,78
GHCND:USW00014837,19720101,EMXT,72
GHCND:USW00014837,19720201,EMXT,67
GHCND:USW00014837,19720301,EMXT,161
GHCND:USW00014837,19720401,EMXT,256
GHCND:USW00014837,19720501,EMXT,317
GHCND:USW00014837,19720601,EMXT,328
GHCND:USW00014837,19720701,EMXT,344
GHCND:USW00014837,19720801,EMXT,344
GHCND:USW00014837,19720901,EMXT,283
GHCND:USW00014837,19721001,EMXT,244
GHCND:USW00014837,19721101,EMXT,122
GHCND:USW00014837,19721201,EMXT,67
GHCND:USW00014837,19730101,EMXT,117
GHCND:USW00014837,19730201,EMXT,67
GHCND:USW00014837,19730301,EMXT,200
GHCND:USW00014837,19730401,EMXT,228
GHCND:USW00014837,19730501,EMXT,267
GHCND:USW00014837,19730601,EMXT,322
GHCND:USW00014837,19730701,EMXT,350
GHCND:USW00014837,19730801,EMXT,344
GHCND:USW00014837,19730901,EMXT,322
GHCND:USW00014837,19731001,EMXT,267
GHCND:USW00014837,19731101,EMXT,178
GHCND:USW00014837,19731201,EMXT,150
GHCND:USW00014837,19740101,EMXT,100
GHCND:USW00014837,19740201,EMXT,72
GHCND:USW00014837,19740301,EMXT,194
GHCND:USW00014837,19740401,EMXT,289
GHCND:USW00014837,19740501,EMXT,311
GHCND:USW00014837,19740601,EMXT,317
GHCND:USW00014837,19740701,EMXT,361
GHCND:USW00014837,19740801,EMXT,328
GHCND:USW00014837,19740901,EMXT,306
GHCND:USW00014837,19741001,EMXT,261
GHCND:USW00014837,19741101,EMXT,217
GHCND:USW00014837,19741201,EMXT,50
GHCND:USW00014837,19750101,EMXT,117
GHCND:USW00014837,19750201,EMXT,61
GHCND:USW00014837,19750301,EMXT,106
GHCND:USW00014837,19750401,EMXT,256
GHCND:USW00014837,19750501,EMXT,339
GHCND:USW00014837,19750601,EMXT,339
GHCND:USW00014837,19750701,EMXT,339
GHCND:USW00014837,19750801,EMXT,339
GHCND:USW00014837,19750901,EMXT,294
GHCND:USW00014837,19751001,EMXT,322
GHCND:USW00014837,19751101,EMXT,211
GHCND:USW00014837,19751201,EMXT,150
GHCND:USW00014837,19760101,EMXT,50
GHCND:USW00014837,19760201,EMXT,156
GHCND:USW00014837,19760301,EMXT,244
GHCND:USW00014837,19760401,EMXT,283
GHCND:USW00014837,19760501,EMXT,289
GHCND:USW00014837,19760601,EMXT,350
GHCND:USW00014837,19760701,EMXT,400
GHCND:USW00014837,19760801,EMXT,344
GHCND:USW00014837,19760901,EMXT,328
GHCND:USW00014837,19761001,EMXT,322
GHCND:USW00014837,19761101,EMXT,167
GHCND:USW00014837,19761201,EMXT,100
GHCND:USW00014837,19770101,EMXT,-17
GHCND:USW00014837,19770201,EMXT,122
GHCND:USW00014837,19770301,EMXT,211
GHCND:USW00014837,19770401,EMXT,306
GHCND:USW00014837,19770501,EMXT,322
GHCND:USW00014837,19770601,EMXT,339
GHCND:USW00014837,19770701,EMXT,389
GHCND:USW00014837,19770801,EMXT,322
GHCND:USW00014837,19770901,EMXT,278
GHCND:USW00014837,19771001,EMXT,189
GHCND:USW00014837,19771101,EMXT,178
GHCND:USW00014837,19771201,EMXT,100
GHCND:USW00014837,19780101,EMXT,17
GHCND:USW00014837,19780201,EMXT,22
GHCND:USW00014837,19780301,EMXT,272
GHCND:USW00014837,19780401,EMXT,239
GHCND:USW00014837,19780501,EMXT,333
GHCND:USW00014837,19780601,EMXT,333
GHCND:USW00014837,19780701,EMXT,322
GHCND:USW00014837,19780801,EMXT,328
GHCND:USW00014837,19780901,EMXT,361
GHCND:USW00014837,19781001,EMXT,250
GHCND:USW00014837,19781101,EMXT,228
GHCND:USW00014837,19781201,EMXT,56
GHCND:USW00014837,19790101,EMXT,-17
GHCND:USW00014837,19790201,EMXT,44
GHCND:USW00014837,19790301,EMXT,183
GHCND:USW00014837,19790401,EMXT,239
GHCND:USW00014837,19790501,EMXT,300
GHCND:USW00014837,19790601,EMXT,317
GHCND:USW00014837,19790701,EMXT,317
GHCND:USW00014837,19790801,EMXT,328
GHCND:USW00014837,19790901,EMXT,306
GHCND:USW00014837,19791001,EMXT,272
GHCND:USW00014837,19791101,EMXT,194
GHCND:USW00014837,19791201,EMXT,128
GHCND:USW00014837,19800101,EMXT,89
GHCND:USW00014837,19800201,EMXT,39
GHCND:USW00014837,19800301,EMXT,128
GHCND:USW00014837,19800401,EMXT,344
GHCND:USW00014837,19800501,EMXT,317
GHCND:USW00014837,19800601,EMXT,356
GHCND:USW00014837,19800701,EMXT,372
GHCND:USW00014837,19800801,EMXT,344
GHCND:USW00014837,19800901,EMXT,306
GHCND:USW00014837,19801001,EMXT,250
GHCND:USW00014837,19801101,EMXT,178
GHCND:USW00014837,19801201,EMXT,83
GHCND:USW00014837,19810101,EMXT,128
GHCND:USW00014837,19810201,EMXT,161
GHCND:USW00014837,19810301,EMXT,278
GHCND:USW00014837,19810401,EMXT,272
GHCND:USW00014837,19810501,EMXT,283
GHCND:USW00014837,19810601,EMXT,317
GHCND:USW00014837,19810701,EMXT,344
GHCND:USW00014837,19810801,EMXT,300
GHCND:USW00014837,19810901,EMXT,294
GHCND:USW00014837,19811001,EMXT,211
GHCND:USW00014837,19811101,EMXT,200
GHCND:USW00014837,19811201,EMXT,94
GHCND:USW00014837,19820101,EMXT,22
GHCND:USW00014837,19820201,EMXT,78
GHCND:USW00014837,19820301,EMXT,200
GHCND:USW00014837,19820401,EMXT,233
GHCND:USW00014837,19820501,EMXT,294
GHCND:USW00014837,19820601,EMXT,283
GHCND:USW00014837,19820701,EMXT,328
GHCND:USW00014837,19820801,EMXT,344
GHCND:USW00014837,19820901,EMXT,300
GHCND:USW00014837,19821001,EMXT,294
GHCND:USW00014837,19821101,EMXT,172
GHCND:USW00014837,19821201,EMXT,167
GHCND:USW00014837,19830101,EMXT,33
GHCND:USW00014837,19830201,EMXT,117
GHCND:USW00014837,19830301,EMXT,211
GHCND:USW00014837,19830401,EMXT,261
GHCND:USW00014837,19830501,EMXT,250
GHCND:USW00014837,19830601,EMXT,333
GHCND:USW00014837,19830701,EMXT,344
GHCND:USW00014837,19830801,EMXT,361
GHCND:USW00014837,19830901,EMXT,317
GHCND:USW00014837,19831001,EMXT,278
GHCND:USW00014837,19831101,EMXT,167
GHCND:USW00014837,19831201,EMXT,22
GHCND:USW00014837,19840101,EMXT,50
GHCND:USW00014837,19840201,EMXT,156
GHCND:USW00014837,19840301,EMXT,100
GHCND:USW00014837,19840401,EMXT,267
GHCND:USW00014837,19840501,EMXT,256
GHCND:USW00014837,19840601,EMXT,300
GHCND:USW00014837,19840701,EMXT,328
GHCND:USW00014837,19840801,EMXT,339
GHCND:USW00014837,19840901,EMXT,306
GHCND:USW00014837,19841001,EMXT,222
GHCND:USW00014837,19841101,EMXT,156
GHCND:USW00014837,19841201,EMXT,167
GHCND:USW00014837,19850101,EMXT,17
GHCND:USW00014837,19850201,EMXT,100
GHCND:USW00014837,19850301,EMXT,189
GHCND:USW00014837,19850401,EMXT,289
GHCND:USW00014837,19850501,EMXT,317
GHCND:USW00014837,19850601,EMXT,333
GHCND:USW00014837,19850701,EMXT,322
GHCND:USW00014837,19850801,EMXT,300
GHCND:USW00014837,19850901,EMXT,339
GHCND:USW00014837,19851001,EMXT,217
GHCND:USW00014837,19851101,EMXT,150
GHCND:USW00014837,19851201,EMXT,22
GHCND:USW00014837,19860101,EMXT,50
GHCND:USW00014837,19860201,EMXT,22
GHCND:USW00014837,19860301,EMXT,278
GHCND:USW00014837,19860401,EMXT,283
GHCND:USW00014837,19860501,EMXT,311
GHCND:USW00014837,19860601,EMXT,328
GHCND:USW00014837,19860701,EMXT,344
GHCND:USW00014837,19860801,EMXT,289
GHCND:USW00014837,19860901,EMXT,289
GHCND:USW00014837,19861001,EMXT,239
GHCND:USW00014837,19861101,EMXT,150
GHCND:USW00014837,19861201,EMXT,33
GHCND:USW00014837,19870101,EMXT,67
GHCND:USW00014837,19870201,EMXT,100
GHCND:USW00014837,19870301,EMXT,217
GHCND:USW00014837,19870401,EMXT,294
GHCND:USW00014837,19870501,EMXT,300
GHCND:USW00014837,19870601,EMXT,350
GHCND:USW00014837,19870701,EMXT,350
GHCND:USW00014837,19870801,EMXT,350
GHCND:USW00014837,19870901,EMXT,289
GHCND:USW00014837,19871001,EMXT,222
GHCND:USW00014837,19871101,EMXT,222
GHCND:USW00014837,19871201,EMXT,89
GHCND:USW00014837,19880101,EMXT,78
GHCND:USW00014837,19880201,EMXT,106
GHCND:USW00014837,19880301,EMXT,172
GHCND:USW00014837,19880401,EMXT,256
GHCND:USW00014837,19880501,EMXT,317
GHCND:USW00014837,19880601,EMXT,383
GHCND:USW00014837,19880701,EMXT,378
GHCND:USW00014837,19880801,EMXT,389
GHCND:USW00014837,19880901,EMXT,317
GHCND:USW00014837,19881001,EMXT,233
GHCND:USW00014837,19881101,EMXT,178
GHCND:USW00014837,19881201,EMXT,117
GHCND:USW00014837,19890101,EMXT,133
GHCND:USW00014837,19890201,EMXT,50
GHCND:USW00014837,19890301,EMXT,239
GHCND:USW00014837,19890401,EMXT,239
GHCND:USW00014837,19890501,EMXT,294
GHCND:USW00014837,19890601,EMXT,328
GHCND:USW00014837,19890701,EMXT,361
GHCND:USW00014837,19890801,EMXT,328
GHCND:USW00014837,19890901,EMXT,267
GHCND:USW00014837,19891001,EMXT,272
GHCND:USW00014837,19891101,EMXT,194
GHCND:USW00014837,19891201,EMXT,100
GHCND:USW00014837,19900101,EMXT,100
GHCND:USW00014837,19900201,EMXT,117
GHCND:USW00014837,19900301,EMXT,239
GHCND:USW00014837,19900401,EMXT,294
GHCND:USW00014837,19900501,EMXT,250
GHCND:USW00014837,19900601,EMXT,322
GHCND:USW00014837,19900701,EMXT,344
GHCND:USW00014837,19900801,EMXT,333
GHCND:USW00014837,19900901,EMXT,339
GHCND:USW00014837,19901001,EMXT,272
GHCND:USW00014837,19901101,EMXT,222
GHCND:USW00014837,19901201,EMXT,94
GHCND:USW00014837,19910101,EMXT,50
GHCND:USW00014837,19910201,EMXT,94
GHCND:USW00014837,19910301,EMXT,228
GHCND:USW00014837,19910401,EMXT,294
GHCND:USW00014837,19910501,EMXT,333
GHCND:USW00014837,19910601,EMXT,344
GHCND:USW00014837,19910701,EMXT,344
GHCND:USW00014837,19910801,EMXT,333
GHCND:USW00014837,19910901,EMXT,317
GHCND:USW00014837,19911001,EMXT,250
GHCND:USW00014837,19911101,EMXT,156
GHCND:USW00014837,19911201,EMXT,117
GHCND:USW00014837,19920101,EMXT,72
GHCND:USW00014837,19920201,EMXT,111
GHCND:USW00014837,19920301,EMXT,172
GHCND:USW00014837,19920401,EMXT,228
GHCND:USW00014837,19920501,EMXT,311
GHCND:USW00014837,19920601,EMXT,333
GHCND:USW00014837,19920701,EMXT,322
GHCND:USW00014837,19920801,EMXT,339
GHCND:USW00014837,19920901,EMXT,278
GHCND:USW00014837,19921001,EMXT,272
GHCND:USW00014837,19921101,EMXT,122
GHCND:USW00014837,19921201,EMXT,39
GHCND:USW00014837,19930101,EMXT,78
GHCND:USW00014837,19930201,EMXT,83
GHCND:USW00014837,19930301,EMXT,183
GHCND:USW00014837,19930401,EMXT,233
GHCND:USW00014837,19930501,EMXT,306
GHCND:USW00014837,19930601,EMXT,317
GHCND:USW00014837,19930701,EMXT,317
GHCND:USW00014837,19930801,EMXT,328
GHCND:USW00014837,19930901,EMXT,278
GHCND:USW00014837,19931001,EMXT,278
GHCND:USW00014837,19931101,EMXT,156
GHCND:USW00014837,19931201,EMXT,89
GHCND:USW00014837,19940101,EMXT,39
GHCND:USW00014837,19940201,EMXT,100
GHCND:USW00014837,19940301,EMXT,200
GHCND:USW00014837,19940401,EMXT,289
GHCND:USW00014837,19940501,EMXT,311
GHCND:USW00014837,19940601,EMXT,372
GHCND:USW00014837,19940701,EMXT,333
GHCND:USW00014837,19940801,EMXT,317
GHCND:USW00014837,19940901,EMXT,311
GHCND:USW00014837,19941001,EMXT,250
GHCND:USW00014837,19941101,EMXT,156
GHCND:USW00014837,19941201,EMXT,128
GHCND:USW00014837,19950101,EMXT,50
GHCND:USW00014837,19950201,EMXT,89
GHCND:USW00014837,19950301,EMXT,239
GHCND:USW00014837,19950401,EMXT,206
GHCND:USW00014837,19950501,EMXT,289
GHCND:USW00014837,19950601,EMXT,356
GHCND:USW00014837,19950701,EMXT,383
GHCND:USW00014837,19950801,EMXT,372
GHCND:USW00014837,19950901,EMXT,300
GHCND:USW00014837,19951001,EMXT,283
GHCND:USW00014837,19951101,EMXT,139
GHCND:USW00014837,19951201,EMXT,89
GHCND:USW00014837,19960101,EMXT,122
GHCND:USW00014837,19960201,EMXT,133
GHCND:USW00014837,19960301,EMXT,167
GHCND:USW00014837,19960401,EMXT,244
GHCND:USW00014837,19960501,EMXT,300
GHCND:USW00014837,19960601,EMXT,333
GHCND:USW00014837,19960701,EMXT,306
GHCND:USW00014837,19960801,EMXT,311
GHCND:USW00014837,19960901,EMXT,294
GHCND:USW00014837,19961001,EMXT,239
GHCND:USW00014837,19961101,EMXT,156
GHCND:USW00014837,19961201,EMXT,56
GHCND:USW00014837,19970101,EMXT,78
GHCND:USW00014837,19970201,EMXT,106
GHCND:USW00014837,19970301,EMXT,228
GHCND:USW00014837,19970401,EMXT,233
GHCND:USW00014837,19970501,EMXT,228
GHCND:USW00014837,19970601,EMXT,322
GHCND:USW00014837,19970701,EMXT,339
GHCND:USW00014837,19970801,EMXT,300
GHCND:USW00014837,19970901,EMXT,278
GHCND:USW00014837,19971001,EMXT,294
GHCND:USW00014837,19971101,EMXT,139
GHCND:USW00014837,19971201,EMXT,72
GHCND:USW00014837,19980101,EMXT,106
GHCND:USW00014837,19980201,EMXT,150
GHCND:USW00014837,19980301,EMXT,256
GHCND:USW00014837,19980401,EMXT,244
GHCND:USW00014837,19980501,EMXT,306
GHCND:USW00014837,19980601,EMXT,317
GHCND:USW00014837,19980701,EMXT,311
GHCND:USW00014837,19980801,EMXT,306
GHCND:USW00014837,19980901,EMXT,322
GHCND:USW00014837,19981001,EMXT,239
GHCND:USW00014837,19981101,EMXT,183
GHCND:USW00014837,19981201,EMXT,167
GHCND:USW00014837,19990101,EMXT,67
GHCND:USW00014837,19990201,EMXT,161
GHCND:USW00014837,19990301,EMXT,222
GHCND:USW00014837,19990401,EMXT,239
GHCND:USW00014837,19990501,EMXT,289
GHCND:USW00014837,19990601,EMXT,322
GHCND:USW00014837,19990701,EMXT,361
GHCND:USW00014837,19990801,EMXT,306
GHCND:USW00014837,19990901,EMXT,322
GHCND:USW00014837,19991001,EMXT,256
GHCND:USW00014837,19991101,EMXT,233
GHCND:USW00014837,19991201,EMXT,128
GHCND:USW00014837,20000101,EMXT,111
GHCND:USW00014837,20000201,EMXT,178
GHCND:USW00014837,20000301,EMXT,250
GHCND:USW00014837,20000401,EMXT,239
GHCND:USW00014837,20000501,EMXT,278
GHCND:USW00014837,20000601,EMXT,300
GHCND:USW00014837,20000701,EMXT,300
GHCND:USW00014837,20000801,EMXT,328
GHCND:USW00014837,20000901,EMXT,333
GHCND:USW00014837,20001001,EMXT,250
GHCND:USW00014837,20001101,EMXT,233
GHCND:USW00014837,20001201,EMXT,17
GHCND:USW00014837,20010101,EMXT,39
GHCND:USW00014837,20010201,EMXT,72
GHCND:USW00014837,20010301,EMXT,128
GHCND:USW00014837,20010401,EMXT,272
GHCND:USW00014837,20010501,EMXT,300
GHCND:USW00014837,20010601,EMXT,317
GHCND:USW00014837,20010701,EMXT,350
GHCND:USW00014837,20010801,EMXT,339
GHCND:USW00014837,20010901,EMXT,289
GHCND:USW00014837,20011001,EMXT,261
GHCND:USW00014837,20011101,EMXT,194
GHCND:USW00014837,20011201,EMXT,178
GHCND:USW00014837,20020101,EMXT,128
GHCND:USW00014837,20020201,EMXT,167
GHCND:USW00014837,20020301,EMXT,144
GHCND:USW00014837,20020401,EMXT,306
GHCND:USW00014837,20020501,EMXT,283
GHCND:USW00014837,20020601,EMXT,339
GHCND:USW00014837,20020701,EMXT,367
GHCND:USW00014837,20020801,EMXT,339
GHCND:USW00014837,20020901,EMXT,322
GHCND:USW00014837,20021001,EMXT,239
GHCND:USW00014837,20021101,EMXT,167
GHCND:USW00014837,20021201,EMXT,117
GHCND:USW00014837,20030101,EMXT,122
GHCND:USW00014837,20030201,EMXT,106
GHCND:USW00014837,20030301,EMXT,222
GHCND:USW00014837,20030401,EMXT,289
GHCND:USW00014837,20030501,EMXT,250
GHCND:USW00014837,20030601,EMXT,333
GHCND:USW00014837,20030701,EMXT,317
GHCND:USW00014837,20030801,EMXT,344
GHCND:USW00014837,20030901,EMXT,317
GHCND:USW00014837,20031001,EMXT,261
GHCND:USW00014837,20031101,EMXT,183
GHCND:USW00014837,20031201,EMXT,100
GHCND:USW00014837,20040101,EMXT,94
GHCND:USW00014837,20040201,EMXT,128
GHCND:USW00014837,20040301,EMXT,189
GHCND:USW00014837,20040401,EMXT,278
GHCND:USW00014837,20040501,EMXT,289
GHCND:USW00014837,20040601,EMXT,311
GHCND:USW00014837,20040701,EMXT,317
GHCND:USW00014837,20040801,EMXT,300
GHCND:USW00014837,20040901,EMXT,294
GHCND:USW00014837,20041001,EMXT,239
GHCND:USW00014837,20041101,EMXT,183
GHCND:USW00014837,20041201,EMXT,133
GHCND:USW00014837,20050101,EMXT,44
GHCND:USW00014837,20050201,EMXT,100
GHCND:USW00014837,20050301,EMXT,217
GHCND:USW00014837,20050401,EMXT,272
GHCND:USW00014837,20050501,EMXT,272
GHCND:USW00014837,20050601,EMXT,339
GHCND:USW00014837,20050701,EMXT,344
GHCND:USW00014837,20050801,EMXT,339
GHCND:USW00014837,20050901,EMXT,333
GHCND:USW00014837,20051001,EMXT,306
GHCND:USW00014837,20051101,EMXT,183
GHCND:USW00014837,20051201,EMXT,67
GHCND:USW00014837,20060101,EMXT,106
GHCND:USW00014837,20060201,EMXT,117
GHCND:USW00014837,20060301,EMXT,189
GHCND:USW00014837,20060401,EMXT,289
GHCND:USW00014837,20060501,EMXT,322
GHCND:USW00014837,20060601,EMXT,317
GHCND:USW00014837,20060701,EMXT,350
GHCND:USW00014837,20060801,EMXT,333
GHCND:USW00014837,20060901,EMXT,278
GHCND:USW00014837,20061001,EMXT,283
GHCND:USW00014837,20061101,EMXT,206
GHCND:USW00014837,20061201,EMXT,111
GHCND:USW00014837,20070101,EMXT,94
GHCND:USW00014837,20070201,EMXT,83
GHCND:USW00014837,20070301,EMXT,261
GHCND:USW00014837,20070401,EMXT,294
GHCND:USW00014837,20070501,EMXT,306
GHCND:USW00014837,20070601,EMXT,322
GHCND:USW00014837,20070701,EMXT,333
GHCND:USW00014837,20070801,EMXT,328
GHCND:USW00014837,20070901,EMXT,317
GHCND:USW00014837,20071001,EMXT,306
GHCND:USW00014837,20071101,EMXT,150
GHCND:USW00014837,20071201,EMXT,39
GHCND:USW00014837,20080101,EMXT,100
GHCND:USW00014837,20080201,EMXT,39
GHCND:USW00014837,20080301,EMXT,106
GHCND:USW00014837,20080401,EMXT,244
GHCND:USW00014837,20080501,EMXT,278
GHCND:USW00014837,20080601,EMXT,300
GHCND:USW00014837,20080701,EMXT,311
GHCND:USW00014837,20080801,EMXT,311
GHCND:USW00014837,20080901,EMXT,333
GHCND:USW00014837,20081001,EMXT,283
GHCND:USW00014837,20081101,EMXT,222
GHCND:USW00014837,20081201,EMXT,94
GHCND:USW00014837,20090101,EMXT,39
GHCND:USW00014837,20090201,EMXT,122
GHCND:USW00014837,20090301,EMXT,217
GHCND:USW00014837,20090401,EMXT,278
GHCND:USW00014837,20090501,EMXT,283
GHCND:USW00014837,20090601,EMXT,344
GHCND:USW00014837,20090701,EMXT,278
GHCND:USW00014837,20090801,EMXT,306
GHCND:USW00014837,20090901,EMXT,289
GHCND:USW00014837,20091001,EMXT,211
GHCND:USW00014837,20091101,EMXT,217
GHCND:USW00014837,20091201,EMXT,100
GHCND:USW00014837,20100101,EMXT,33
GHCND:USW00014837,20100201,EMXT,33
GHCND:USW00014837,20100301,EMXT,239
GHCND:USW00014837,20100401,EMXT,272
GHCND:USW00014837,20100501,EMXT,328
GHCND:USW00014837,20100601,EMXT,300
GHCND:USW00014837,20100701,EMXT,322
GHCND:USW00014837,20100801,EMXT,333
GHCND:USW00014837,20100901,EMXT,300
GHCND:USW00014837,20101001,EMXT,294
GHCND:USW00014837,20101101,EMXT,200
GHCND:USW00014837,20101201,EMXT,89
GHCND:USW00014837,20110101,EMXT,17
GHCND:USW00014837,20110201,EMXT,111
GHCND:USW00014837,20110301,EMXT,156
GHCND:USW00014837,20110401,EMXT,272
GHCND:USW00014837,20110501,EMXT,311
GHCND:USW00014837,20110601,EMXT,356
GHCND:USW00014837,20110701,EMXT,361
GHCND:USW00014837,20110801,EMXT,333
GHCND:USW00014837,20110901,EMXT,333
GHCND:USW00014837,20111001,EMXT,278
GHCND:USW00014837,20111101,EMXT,172
GHCND:USW00014837,20111201,EMXT,111
GHCND:USW00014837,20120101,EMXT,117
GHCND:USW00014837,20120201,EMXT,94
GHCND:USW00014837,20120301,EMXT,283
GHCND:USW00014837,20120401,EMXT,228
GHCND:USW00014837,20120501,EMXT,344
GHCND:USW00014837,20120601,EMXT,361
GHCND:USW00014837,20120701,EMXT,400
GHCND:USW00014837,20120801,EMXT,333
GHCND:USW00014837,20120901,EMXT,339
GHCND:USW00014837,20121001,EMXT,244
GHCND:USW00014837,20121101,EMXT,189
GHCND:USW00014837,20121201,EMXT,183
GHCND:USW00014837,20130101,EMXT,122
GHCND:USW00014837,20130201,EMXT,72
GHCND:USW00014837,20130301,EMXT,111
GHCND:USW00014837,20130401,EMXT,300
GHCND:USW00014837,20130501,EMXT,311
GHCND:USW00014837,20130601,EMXT,311
GHCND:USW00014837,20130701,EMXT,339
GHCND:USW00014837,20130801,EMXT,339
GHCND:USW00014837,20130901,EMXT,344
GHCND:USW00014837,20131001,EMXT,261
GHCND:USW00014837,20131101,EMXT,144
GHCND:USW00014837,20131201,EMXT,100
